gene_id,transcript_id,aRG/Outer radial glia,Newborn DL PN,aRG (cycling progenitors),Intermediate Progenitors (IP),Preplate/Subplate neurons,unknown,apical radial glia (aRG),Cortical hem,Deep Layer projection neurons (DL PN),Cajal Retzius Cells,Subcortical progenitors
ENSG00000196313,ENST00000627934.3,0.1957081474231741,0.1716126356786135,0.186308509779671,0.15203617350929569,0.15263808831911363,0.20274098598193488,0.17439839565296383,0.20086492458800426,0.2591081816088034,0.1390182200763909,0.18146634622750027
ENSG00000173114,ENST00000422987.3,0.019396141220966338,0.19544352958818578,0.03470284222059102,0,0.30534108598804705,0.19349464712804465,0.019790662351980955,0.1289821759488364,0.3245446292250097,0.4189242228740448,0.6056895587348586
ENSG00000164815,ENST00000297431.9,0.10780203464730677,0.07989448578983248,0.12406503980405006,0.08330695294074932,0.06474223555524646,0.08691242896792287,0.09998583929326126,0.06987900951023852,0.06142759995858398,0.07436243388242486,0.07466429873442723
ENSG00000160932,ENST00000521699.5,0.02227914359242284,0.0111294523732568,0.01853818507468407,0.007390397609396567,0.001623479266951365,0,0.02659746472378146,0.006999763326053711,0.04478134832354438,0.0036431267981950023,0.003977903714022423
ENSG00000136944,ENST00000355497.10,0,0.0021630766387099863,2.1703178125074066e-4,0,0.005553665162278726,0.022015788854260466,0,0.02006992046356242,0.0011277021774118718,0,0
ENSG00000160401,ENST00000373295.7,0.005101976226528336,0,0.004526374262018975,0.003022871466825928,0.008319295535740115,0.009056125321942523,9.250850967831892e-4,0.028311472962007516,0.015304215244585136,0,0.007430122931393375
ENSG00000166197,ENST00000370007.5,0.0684746938038449,0.04557313553585006,0.06128738219503451,0.0717662274129416,0.03544905646033598,0.10156849013717763,0.07472349391090154,0.051763021774233114,0.04649256091977507,0.09797410204932183,0.03566605567572363
ENSG00000174871,ENST00000311445.7,0.05090696946343519,0.4685688713687022,0.21346949358769324,0.3379437047392112,0.4448530945573092,0.3454574695395731,0.0953183209344959,0.23290640392219342,1.3041139990916533,0.4420006250963814,0.49037470858783594
ENSG00000174165,ENST00000526986.5,0.005192350457334831,0.0015402314867190212,0.001362075093738073,0,0.0030598047106241053,0,0.005881163278577941,0.00132642419609251,0.02235212652103868,0.010462902361194607,0
ENSG00000229117,ENST00000546591.6,0.5600197882720539,0.700356377935909,0.7535714998381974,0.8714170855228204,1.1859769376671367,1.4296658281023304,0.7729737088624316,1.1163866742545139,1.3801181942390608,1.483285849014817,0.831745952300139
ENSG00000182196,ENST00000536502.5,0.0053898167389608825,0.005871857191268926,0.011816924489090073,0.018432906988436137,0.005633578230590132,0,0.015599527930270711,0.05413222519728966,0.0032505402926069626,0.13772870752189287,0.06259850191056643
ENSG00000174456,ENST00000546651.3,0.27399086084187646,0.2242263765083962,0.1484176149517144,0.1117294183384371,0.34400346776264706,0.49299127500526485,0.22039335326652507,0.3478167443965523,0.33418796692044905,0.5338658128907365,0.23734809205921314
ENSG00000111237,ENST00000549578.6,0.2043902367342709,0.5473239326299036,0.2639049506587013,0.26459965550819553,1.172261550618114,0.5645651198527715,0.20182235293811915,0.43955097465549037,1.0469601222212683,1.2090070983004777,0.37401152609207544
ENSG00000111237,ENST00000360579.11,0.20851480713256804,0.22025348637844883,0.528038624888621,0.43218700584819564,0.15652539269392649,0.08345784612698859,0.37237620158487705,0.3677545265983354,0.19563265899626,0.03229129881566528,0.5618740622809383
ENSG00000196498,ENST00000404621.5,0.05191109297819037,0.1388080973178116,0.05287775356143872,0.07461845808214801,0.040700265623186606,0.016930665651961545,0.0656629836969828,0.06132262399503718,0.104959724418435,0.21980322996458299,0.03679871319955083
ENSG00000196498,ENST00000404121.6,0.04536477386575612,0.08777708249943719,0.04634867620548639,0.05130392086728051,0.04401851236954666,0.00807816447478533,0.06761134939464919,0.04389173757832758,0.08791747798847817,0.041915172257058486,0.03640741285676814
ENSG00000118946,ENST00000377918.8,0.028682144083728878,0.12157253911459329,0.033230211513769856,0.030888701474173153,0.4279195175359107,0.021943182801141145,0.012717708886160813,0.07707133146174228,0.7231284136278436,0,0.17868824320145307
ENSG00000126214,ENST00000553286.5,0.06910399827061067,0.20307469603874181,0.06338253319219868,0.07203740343567264,0.20490825360789458,0.1871567164381849,0.05178778259813456,0.045762908112765385,0.21920402815271886,0.38021490678219005,0.05517410030535702
ENSG00000198752,ENST00000361246.7,0.14242348211668424,0.1544723209633495,0.14544950705656967,0.131465520420244,0.19213561469952414,0.13353362001333,0.14759335277884386,0.20039994132903508,0.29934731338245546,0.27892549706629727,0.24348272916719174
ENSG00000137822,ENST00000564079.6,0.30150041092378166,0.2959842591061874,0.41468710525015756,0.3682356271046043,0.2294012420666301,0.2916659725479089,0.33827778258840413,0.17428867618589156,0.15306798882007946,0.17164088256102786,0.3053258720875419
ENSG00000242028,ENST00000406925.6,0.45578261018915295,0.39020223486460853,0.3900019803021568,0.45640396376087505,0.582680933750145,0.3965738714078444,0.3964310709244008,0.562738175218072,0.7604306703021452,0.7416531537637947,0.4822805881395583
ENSG00000255571,ENST00000663717.1,0.053106521572050466,0.037436463006938356,0.05420553339921733,0.056181413463934814,0.014034999180417855,0,0.06336326975281266,0.00482789743823637,0.035022229198595066,0.0036431269439200797,0.044357589950691494
ENSG00000261478,ENST00000567484.1,0.26569774593016415,0.012513296174930185,0.23706798974696858,0.14247738018318304,0.0042656241618610514,0,0.3339682930430797,0.015404647562994523,0.01002010332995119,0,0.09840615871048504
ENSG00000067369,ENST00000382044.9,0.6666164826284242,1.1716241382641737,0.6625150754448044,1.2015579817668018,1.2563459365749376,0.7027899006844807,0.6659738711291312,0.8165971601631775,1.3973895358955066,1.3023120906347248,0.7396565682853505
ENSG00000169783,ENST00000561030.5,0.011915008364120303,0.04384473819874451,0.008989075128941447,0.00813200529904713,0.07467171735914459,0.13440078477166828,0.005336611994591535,0.025683025449353275,0.055522263683625395,0.06307680235044874,0.008646461986204017
ENSG00000103723,ENST00000660624.1,0.020172517916579542,0.01673614671440356,0.008644794141356115,0.013428219732258412,0.04812416886692793,0.028459974602301843,0.0024901895726077016,0.005585206582404751,0.05398106789550155,0.04873660158911287,0.057198658867129284
ENSG00000225151,ENST00000559668.5,0.2182834092381606,0.2625769627471143,0.3217208927378604,0.2855901163152574,0.21538542359911775,0.03571386948279525,0.18744607529063972,0.14676876302659303,0.24880184063417926,0.2962601211999695,0.2434968980584665
ENSG00000182054,ENST00000330062.8,0.6657645784870081,0.8257459705369266,1.5437706769390263,1.773882385650597,0.6412421472734207,0.26759824373105573,0.9875758584184184,0.8346081116716805,0.7336871427290023,0.5307110228656233,1.6340055152007493
ENSG00000079616,ENST00000563666.2,0.015758161103251872,0.0017261617424326166,0.03159532061060285,0.0075189997357465056,0.004661359698680878,0.14052175327594396,0.004842972450011593,0.008609880456619272,0.009855685739136482,0,0.0013579546953340622
ENSG00000174939,ENST00000308748.10,0.0037065470985170614,0.08575799611311954,0.0031524957896846006,0.0071199267327919785,0.14905323390799902,0.10171369725670511,0.0067055590154043165,0.00935140987637805,0.2217560791346005,0.2172353031748322,0
ENSG00000180096,ENST00000652617.2,0.040238741548134276,0.03019856508080931,0.04108513449572471,0.018639774870432203,0.04068589307687434,0.04929205580586098,0.03287016688602042,0.07612502469490535,0.02528302074089192,0.013395924225992006,0.05308752678094353
ENSG00000181035,ENST00000594070.5,0.03950427643018634,0.06125425508650511,0.02415039486275409,0.02434170911648833,0.05330331583822,0,0.020756412376114784,0.002762730551439488,0.0818620868245546,0.1135396590542684,0.018881636432674785
ENSG00000087088,ENST00000345358.12,0.7901436044765314,0.5822172823083263,0.7845431992254068,0.6328021654112129,0.7279304033263515,0.3450234958707018,0.7323879012119978,1.2509601977762737,0.9160242094969963,0.8108479076795833,1.297550166519119
ENSG00000142541,ENST00000621674.4,0.1702814935003413,0.05442657836919947,0.1703176783925638,0.1272365133515148,0.05955468027538976,0.07765479893067903,0.16590472858950883,0.20872805589595864,0.04675555068350898,0.041401343430345135,0.07989565180466156
ENSG00000104870,ENST00000426395.7,7.595133017553763e-4,0,0.0030329367004608247,0.0046640103543375555,0.0012998461002969542,0,0.007878582560839602,0.017503929257765897,0,0,0.009150055881681949
ENSG00000105655,ENST00000338128.13,0.7574013611390307,0.24988771726490297,0.6604560047450294,0.39562439207573286,0.3903408955978176,0.3923970682801967,0.6354149782354587,1.0792574242631565,0.3077100048272717,0.35668180686631074,0.9604949586636059
ENSG00000267629,ENST00000586064.3,0.02359977154489785,0.010945586371045733,0.015005379452695968,0.0028723012964265797,0.0030937825589414827,0,0,0.017912452349573636,0.00441396783583553,0,0.009741322260567467
ENSG00000074219,ENST00000598810.5,0.07418639961691544,0.047002946701334564,0.12827712192121873,0.2462087200969763,0.026302737757622305,0.004160688383437834,0.15916935632637824,0.05524435825549225,0.01652230184392366,0,0.13550554079905705
ENSG00000100359,ENST00000248929.14,0.08157164910470915,0.11006328497015214,0.12509845489555102,0.11817708752625804,0.14688004895727774,0.13896035495074244,0.08708787308093116,0.1357118328353068,0.18244475909360405,0.037100625744714365,0.13371615053391112
ENSG00000159958,ENST00000291232.5,0.12080990079124039,0.03526741074554907,0.2803325048747555,0.029763514961581777,0.010896355870254915,0,0.03942475881454957,0.04971592684509688,0.015030243424393774,0,0.13137616503922314
ENSG00000285708,ENST00000647725.1,0,0,0,0,9.350354658825947e-4,0,0,0,0.014473693337472742,0,0
ENSG00000253554,ENST00000668083.1,0,0,0,0,0.01266320725366655,0,0,0,0,0,0.0031276486863677988
ENSG00000224842,ENST00000451449.2,0,0,0,0,0,0,0,0.00950052938837497,0,0,0
